@id	@version	@timestamp
3060297671	2	2014-11-25T17:35:19Z
1386758254	2	2011-08-04T21:52:48Z
1386758239	2	2016-11-05T15:50:09Z
1386819386	3	2016-10-03T16:05:19Z
1386814348	3	2017-06-01T21:57:30Z
1386801873	2	2011-10-19T19:24:42Z
619878981	3	2010-03-20T03:11:59Z
3725455946	3	2018-08-13T14:13:28Z
2383134044	2	2014-12-04T20:30:13Z
4059328526	2	2018-01-10T20:17:33Z
2177048577	3	2017-12-02T23:35:29Z
2614105822	2	2016-03-22T17:41:16Z
5639737540	2	2018-10-30T07:09:28Z
3032234592	3	2015-05-25T12:11:47Z
1762853796	3	2012-05-25T14:29:47Z
1764586148	3	2012-05-25T03:08:32Z
3493041061	3	2018-02-20T12:59:47Z
5459116444	3	2018-04-06T08:58:43Z
5320171843	3	2018-02-20T13:27:35Z
5327216048	3	2018-04-06T13:50:25Z
5219288219	2	2017-11-10T19:05:16Z
5219290291	2	2017-11-11T10:59:49Z
5223687258	2	2018-08-03T06:54:54Z
5219290295	2	2017-11-11T10:59:49Z
5219290300	2	2017-11-11T10:59:50Z
5772349427	2	2018-08-04T17:16:53Z
5772349428	2	2018-08-04T17:16:53Z
5772349429	2	2018-08-04T17:16:54Z
5772349416	2	2018-08-04T17:16:50Z
5772349417	2	2018-08-04T17:16:50Z
5215672030	2	2017-11-11T10:59:47Z
5219290261	2	2017-11-11T10:59:49Z
5223687259	3	2018-08-03T07:05:47Z
5208466684	2	2017-11-11T10:59:46Z
5208221455	2	2017-11-10T19:05:16Z
5772353169	2	2018-08-04T17:17:58Z
5772349681	2	2018-08-04T17:17:09Z
5772350775	2	2018-08-04T17:17:33Z
3798277926	3	2016-09-19T20:28:54Z
2647210940	3	2015-09-16T10:56:13Z
4944431512	2	2017-06-30T17:34:23Z
834401678	2	2011-03-02T20:51:23Z
2911977286	2	2014-06-15T10:41:43Z
2917756724	2	2014-06-15T19:13:08Z
1764746396	3	2012-07-30T00:48:45Z
1761239609	2	2014-05-02T20:17:32Z
461261144	3	2017-07-20T00:42:50Z
4942000524	2	2017-09-04T18:58:56Z
4411750573	2	2018-05-22T10:11:24Z
4411670541	3	2018-05-22T10:11:24Z
3811050557	3	2015-11-20T13:22:59Z
3812748298	2	2015-11-01T16:38:23Z
3812945072	3	2016-10-29T20:16:07Z
3812966047	2	2015-11-07T21:34:47Z
3813003745	3	2016-12-26T19:59:26Z
4969659034	3	2018-07-28T11:09:01Z
504296807	3	2016-12-01T09:10:13Z
5110697920	2	2017-09-17T09:20:00Z
2808495859	2	2014-05-04T11:23:52Z
2808495860	2	2014-05-04T11:23:52Z
2451890326	3	2017-09-08T08:36:42Z
2670427735	2	2014-05-04T12:06:17Z
2670427737	2	2014-05-04T12:06:17Z
2670427747	2	2014-05-04T12:06:17Z
2670427750	2	2014-05-04T12:06:17Z
2670427751	2	2014-05-04T12:06:17Z
2670427756	2	2014-05-04T12:06:17Z
2670427894	2	2014-05-04T12:06:17Z
2670427896	2	2014-05-04T12:06:17Z
2670427921	2	2014-05-04T12:06:17Z
2670427923	2	2014-05-04T12:06:17Z
2670427944	2	2014-05-04T11:53:05Z
2670427945	2	2014-05-04T11:53:05Z
2670427950	2	2014-05-04T11:53:05Z
2670427952	2	2014-05-04T11:53:05Z
2670428005	2	2014-05-04T11:53:05Z
2670428007	2	2014-05-04T11:53:05Z
2670428013	2	2014-05-04T11:53:05Z
2670428014	2	2014-05-04T11:53:06Z
2670428019	2	2014-05-04T11:53:06Z
2670428021	2	2014-05-04T11:53:06Z
2670428023	2	2014-05-04T11:53:06Z
2670428024	2	2014-05-04T11:53:06Z
2670428025	2	2014-05-04T11:53:06Z
2670428027	2	2014-05-04T11:53:06Z
2670428028	2	2014-05-04T11:53:06Z
2670427834	2	2014-05-04T11:53:05Z
2670427836	2	2014-05-04T11:53:05Z
2670427840	2	2014-05-04T11:53:05Z
2670427843	2	2014-05-04T11:53:05Z
2670427766	2	2014-05-04T11:53:04Z
2670427768	2	2014-05-04T11:53:04Z
2670427777	2	2014-05-04T11:53:04Z
2670427780	2	2014-05-04T11:53:04Z
2360593838	2	2014-05-04T12:06:16Z
2360593862	2	2014-05-04T12:06:16Z
2360593915	2	2014-05-04T12:06:16Z
2360593932	2	2014-05-04T12:06:16Z
2670427870	2	2014-05-04T12:06:17Z
2670427888	2	2014-05-04T12:06:17Z
2670427899	2	2014-05-04T12:06:17Z
2670427915	2	2014-05-04T12:06:17Z
2670427916	2	2014-05-04T12:06:17Z
2670427919	2	2014-05-04T12:06:17Z
2670427946	2	2014-05-04T12:06:17Z
2670427951	2	2014-05-04T12:06:17Z
2670427964	2	2014-05-04T12:06:18Z
2670427968	2	2014-05-04T12:06:18Z
2670427971	2	2014-05-04T12:06:18Z
2670427974	2	2014-05-04T12:06:18Z
2670428034	2	2014-05-04T11:53:06Z
2670428035	2	2014-05-04T11:53:06Z
2670428037	2	2014-05-04T11:53:06Z
2670428043	2	2014-05-04T11:53:06Z
2670428045	2	2014-05-04T11:53:06Z
2774928166	2	2014-05-04T12:06:18Z
2774928168	2	2014-05-04T12:06:18Z
2774928169	2	2014-05-04T12:06:18Z
2774928170	2	2014-05-04T12:06:18Z
2670428012	2	2014-05-04T11:53:05Z
2670428015	2	2014-05-04T11:53:06Z
2670428018	2	2014-05-04T11:53:06Z
2670428044	2	2014-05-04T11:53:06Z
2670428046	2	2014-05-04T11:53:06Z
2670428073	2	2014-05-04T11:53:06Z
2670428075	2	2014-05-04T11:53:06Z
2670428079	2	2014-05-04T11:53:06Z
2670428082	2	2014-05-04T11:53:06Z
2670428110	2	2014-05-04T11:53:07Z
2670428114	2	2014-05-04T11:53:07Z
2670428116	2	2014-05-04T11:53:07Z
2670428122	2	2014-05-04T11:53:07Z
2670428105	2	2014-05-04T11:53:06Z
2670428106	2	2014-05-04T11:53:06Z
2670428113	2	2014-05-04T11:53:07Z
2670428115	2	2014-05-04T11:53:07Z
2361626591	2	2013-09-18T18:07:42Z
2361626595	2	2013-09-18T18:07:42Z
2361626596	2	2013-09-18T18:07:42Z
2361626601	2	2013-09-18T18:07:42Z
2670428057	2	2014-05-04T11:53:06Z
2670428060	2	2014-05-04T11:53:06Z
2670427685	2	2014-05-04T11:53:04Z
2670427686	2	2014-05-04T11:53:04Z
2670427696	2	2014-05-04T11:53:04Z
2670427700	2	2014-05-04T11:53:04Z
2670427808	2	2014-05-04T12:06:17Z
2670427812	2	2014-05-04T11:53:05Z
2670427813	2	2014-05-04T12:06:17Z
2670427815	2	2014-05-04T12:06:17Z
2670427816	2	2014-05-04T11:53:05Z
2670427818	2	2014-05-04T12:06:17Z
2670427838	2	2014-05-04T11:53:05Z
2670427839	2	2014-05-04T11:53:05Z
2670427844	2	2014-05-04T11:53:05Z
2670427846	2	2014-05-04T11:53:05Z
2781301278	3	2015-07-05T14:13:42Z
2781301279	3	2015-07-05T14:13:42Z
2781301280	3	2015-07-05T14:13:42Z
2781301282	2	2014-05-04T12:06:18Z
2670427786	2	2014-05-04T11:53:04Z
2670427790	2	2014-05-04T11:53:04Z
2670427792	2	2014-05-04T11:53:04Z
2670427794	2	2014-05-04T11:53:04Z
2670427809	2	2014-05-04T11:53:04Z
2670427814	2	2014-05-04T11:53:05Z
2670428016	2	2014-05-04T11:53:06Z
2808495864	2	2014-05-04T11:23:52Z
2808495877	2	2014-05-04T11:23:53Z
2808495884	2	2014-05-04T11:23:53Z
2808495888	2	2014-05-04T11:23:53Z
2808495891	2	2014-05-04T11:23:54Z
2808495894	2	2014-05-04T11:23:54Z
2808495898	2	2014-05-04T11:23:54Z
2808495886	2	2014-05-04T11:23:53Z
2808495890	2	2014-05-04T11:23:53Z
2808495861	2	2014-05-04T11:23:52Z
2808495863	2	2014-05-04T11:23:52Z
2808495865	2	2014-05-04T11:23:52Z
2808495866	2	2014-05-04T11:23:52Z
2808495868	2	2014-05-04T11:23:52Z
2808495862	2	2014-05-04T11:23:52Z
2808495867	2	2014-05-04T11:23:52Z
2824478904	2	2014-05-04T11:23:58Z
2762184258	2	2014-05-04T11:23:47Z
2762184272	3	2014-05-04T11:23:47Z
2762184281	3	2014-05-04T11:23:47Z
2762184292	3	2014-05-04T11:23:48Z
2808496508	2	2014-05-04T11:23:55Z
2808496514	2	2014-05-04T11:23:55Z
2808496516	2	2014-05-04T11:23:55Z
2808496512	2	2014-05-04T11:23:55Z
2808496517	2	2014-05-04T11:23:55Z
2808496520	2	2014-05-04T11:23:55Z
2824478906	2	2014-05-04T11:23:58Z
2824478907	2	2014-05-04T11:23:58Z
2824478909	2	2014-05-04T11:23:58Z
2824478921	2	2014-05-04T11:23:58Z
2824478922	2	2014-05-04T11:23:58Z
2824478925	2	2014-05-04T11:23:58Z
2824478926	2	2014-05-04T11:23:58Z
2395035033	2	2014-06-21T06:57:31Z
2108980315	2	2015-02-15T12:50:25Z
2108980300	2	2015-06-24T09:55:49Z
5106123746	3	2018-06-06T12:22:14Z
5639689659	2	2018-06-06T12:01:41Z
5639658352	3	2018-06-06T12:46:03Z
5637257048	2	2018-06-06T12:46:03Z
2108980317	2	2013-07-17T19:53:28Z
2923309177	2	2017-03-07T14:31:39Z
2923309174	2	2016-02-03T12:39:56Z
2925610329	2	2014-07-25T03:03:29Z
2925754045	2	2017-12-13T13:33:41Z
2925754044	2	2014-11-08T20:28:38Z
2925754042	3	2018-10-01T01:53:49Z
2957562306	2	2017-01-06T17:36:41Z
3760261125	2	2015-09-26T14:18:51Z
3756115145	3	2017-11-07T11:01:39Z
3749562436	2	2015-09-18T18:29:19Z
5320634797	2	2018-09-27T08:31:46Z
3756815225	2	2015-09-24T06:43:30Z
3754896516	2	2015-09-29T18:41:32Z
3639466019	3	2015-09-16T18:00:32Z
3750910125	3	2015-09-21T16:42:27Z
3756561811	3	2015-09-23T22:12:16Z
3756475906	2	2015-09-23T22:10:42Z
3247373115	3	2016-03-24T19:09:09Z
5426888711	2	2018-03-06T19:02:21Z
2132038906	3	2018-10-17T05:59:05Z
1217120049	2	2011-07-01T06:59:27Z
1217102521	2	2011-07-01T07:34:30Z
1273082244	2	2018-10-15T12:29:59Z
1273055126	2	2018-10-28T01:02:14Z
1216935591	2	2013-12-02T07:03:28Z
1218577260	2	2013-01-17T19:26:51Z
1222615310	2	2011-05-01T13:57:49Z
1218635709	3	2011-05-01T13:48:09Z
1223925617	3	2011-05-01T05:28:20Z
1222789381	2	2011-04-30T14:42:49Z
1223904205	3	2011-05-01T04:55:03Z
1216933841	2	2011-04-30T14:29:49Z
1223925034	3	2011-05-01T06:01:55Z
1213251630	3	2011-04-30T13:03:46Z
1222695899	3	2011-05-01T13:23:10Z
1213279943	3	2011-05-01T13:15:28Z
1213364826	3	2011-05-01T13:13:45Z
1216938500	2	2011-04-30T15:59:11Z
1217141396	3	2011-05-01T07:40:55Z
1218365536	2	2011-04-30T12:26:59Z
1212791300	3	2011-05-01T13:08:55Z
1218321107	3	2011-05-01T07:22:10Z
1235427803	2	2011-04-30T10:30:00Z
1217142281	2	2011-04-30T09:02:17Z
1217108803	2	2011-05-01T06:38:29Z
1235499180	2	2011-04-30T10:07:35Z
1235510673	2	2011-04-30T10:18:23Z
1230974315	2	2011-04-30T12:11:20Z
1218390499	3	2011-04-30T10:42:39Z
1218375270	2	2011-04-30T12:05:50Z
1218384471	2	2011-04-30T11:59:32Z
1218592448	3	2011-04-30T06:48:43Z
1232774037	3	2011-05-04T01:43:08Z
1222681956	2	2011-04-30T05:40:40Z
1218329876	2	2011-04-30T10:51:21Z
1218346988	2	2011-04-30T11:01:08Z
1218352754	2	2011-04-30T11:08:05Z
1218582773	3	2011-05-01T11:33:03Z
1218579401	2	2011-05-01T11:48:08Z
1217247931	2	2011-05-01T14:47:52Z
1213338984	3	2011-05-01T13:37:36Z
1217147216	2	2011-05-04T02:54:12Z
1217181702	2	2011-05-01T12:42:26Z
1217227282	3	2011-05-01T12:48:43Z
1232309282	2	2011-04-30T11:50:53Z
1232315404	2	2011-04-30T11:19:00Z
1232414755	2	2011-04-30T03:19:15Z
1218322940	2	2011-05-01T14:11:18Z
1232409126	2	2011-05-04T02:45:47Z
1218358542	2	2011-04-30T03:16:58Z
1217104328	2	2011-04-30T11:36:23Z
1217174091	3	2018-05-22T00:18:47Z
1217235466	2	2011-03-26T07:06:41Z
1218360422	2	2011-03-26T07:06:41Z
1217073281	2	2011-07-01T02:31:13Z
1217150309	3	2012-12-29T11:49:22Z
1217125424	3	2012-12-29T11:49:22Z
1217167162	3	2012-12-29T11:49:22Z
1217148729	3	2011-07-01T17:39:21Z
1217210290	2	2011-07-01T07:12:09Z
1216935609	3	2011-07-01T17:39:20Z
1216936808	3	2014-01-06T17:58:10Z
1218331771	3	2014-01-06T17:58:18Z
1217185597	3	2014-01-06T17:58:18Z
1216935632	2	2011-07-01T07:05:48Z
1217250843	2	2011-07-01T07:23:34Z
1217099979	2	2011-07-01T07:04:21Z
1217109724	3	2011-07-01T17:39:20Z
1217090686	3	2011-07-01T17:39:04Z
1217209325	2	2011-07-01T07:21:17Z
1217181704	2	2011-07-01T07:18:47Z
1217194882	2	2018-01-12T01:24:06Z
1217178332	2	2011-07-01T07:15:52Z
1216934346	2	2011-06-11T07:12:13Z
1217259473	3	2013-01-17T19:26:56Z
1224837110	3	2013-01-17T19:26:56Z
1224838127	3	2016-04-25T13:16:50Z
1211644759	2	2011-03-21T08:06:58Z
1235399786	3	2012-12-29T11:42:47Z
